NGC48	<b>NGC48</b>: GALXY (SBbc) in Andromeda<br><b>R.A.:</b> 0 14.0<br><b>Dec.:</b> +48 14<br><b>Magnitude:</b> 13.6<br><b>Surface brightness:</b> 13.7<br><b>Size:</b>  1.6 m x  1 m<br><b>Dreyer code:</b> eef; pL; R; v diffic</red>
NGC49	<b>NGC49</b>: GALXY (SO) in Andromeda<br><b>R.A.:</b> 0 14.4<br><b>Dec.:</b> +48 15<br><b>Magnitude:</b> 13.7<br><b>Surface brightness:</b> 13.7<br><b>Size:</b>  1.1 m x  1 m<br><b>Dreyer code:</b> eeF; S; R; 2nd of 3<br><b>Notes:</b> NGC 51 group; in group of 6; NGC 51 the brightest</red>
NGC51	<b>NGC51</b>: GALXY (S0 Pec) in Andromeda<br><b>R.A.:</b> 0 14.6<br><b>Dec.:</b> +48 15<br><b>Magnitude:</b> 13.1<br><b>Surface brightness:</b> 13.2<br><b>Size:</b>  1.7 m x  1.4 m<br><b>Dreyer code:</b> pF; pS; R; bM<br><b>Notes:</b> brightest in group of 6 including NGC 49 and NGC 48</red>
NGC67	<b>NGC67</b>: GALXY (Elliptical) in Andromeda<br><b>R.A.:</b> 0 18.2<br><b>Dec.:</b> +30 4<br><b>Magnitude:</b> 14.2<br><b>Surface brightness:</b> 13.9<br><b>Size:</b>  0.3 m x  0.2 m<br><b>Dreyer code:</b> eF; vS; R</red>
NGC67A	<b>NGC67A</b>: GALXY (E5) in Andromeda<br><b>R.A.:</b> 0 18.2<br><b>Dec.:</b> +30 3<br><b>Magnitude:</b> 15.7<br><b>Surface brightness:</b> 15.7<br><b>Size:</b>  0.4 m x  0.2 m</red>
NGC68	<b>NGC68</b>: GALXY (E-SO) in Andromeda<br><b>R.A.:</b> 0 18.3<br><b>Dec.:</b> +30 4<br><b>Magnitude:</b> 12.9<br><b>Surface brightness:</b> 14.2<br><b>Size:</b>  1.2 m x  1.1 m<br><b>Dreyer code:</b> eF; L; 3 or 4 st+neb<br><b>Notes:</b> H V 16; In compact group</red>
NGC69	<b>NGC69</b>: GALXY (E-SO Bar) in Andromeda<br><b>R.A.:</b> 0 18.3<br><b>Dec.:</b> +30 2<br><b>Magnitude:</b> 14.8<br><b>Surface brightness:</b> 14.2<br><b>Size:</b>  0.5 m x  0.3 m<br><b>Dreyer code:</b> eF; vS; R</red>
NGC70	<b>NGC70</b>: GALXY (Sbc) in Andromeda<br><b>R.A.:</b> 0 18.4<br><b>Dec.:</b> +30 5<br><b>Magnitude:</b> 13.5<br><b>Surface brightness:</b> 13.9<br><b>Size:</b>  1.6 m x  1.4 m<br><b>Dreyer code:</b> eF; vS; R; bet 2 F st<br><b>Notes:</b> In compact group w NGC 68 and 71</red>
NGC71	<b>NGC71</b>: GALXY (S0 Pec) in Andromeda<br><b>R.A.:</b> 0 18.4<br><b>Dec.:</b> +30 4<br><b>Magnitude:</b> 13.2<br><b>Surface brightness:</b> 13.4<br><b>Size:</b>  1.5 m x  1.2 m<br><b>Dreyer code:</b> eF; vS; R<br><b>Notes:</b> In compact group</red>
NGC72	<b>NGC72</b>: GALXY (SBab) in Andromeda<br><b>R.A.:</b> 0 18.5<br><b>Dec.:</b> +30 2<br><b>Magnitude:</b> 13.5<br><b>Surface brightness:</b> 13.3<br><b>Size:</b>  1.1 m x  0.9 m<br><b>Dreyer code:</b> eF; vS; R<br><b>Notes:</b> In compact group</red>
NGC72A	<b>NGC72A</b>: GALXY (Elliptical) in Andromeda<br><b>R.A.:</b> 0 18.6<br><b>Dec.:</b> +30 2<br><b>Magnitude:</b> 14.7<br><b>Surface brightness:</b> 12<br><b>Size:</b>  0.3 m x  0.3 m<br><b>Notes:</b> 1' south of NGC 72; compact</red>
NGC74	<b>NGC74</b>: GALXY (Sb) in Andromeda<br><b>R.A.:</b> 0 18.8<br><b>Dec.:</b> +30 4<br><b>Magnitude:</b> 16.0<br><b>Size:</b>  0.8 m x  0.3 m<br><b>Dreyer code:</b> eF; S; E; last of 6</red>
NGC76	<b>NGC76</b>: GALXY (Compact) in Andromeda<br><b>R.A.:</b> 0 19.6<br><b>Dec.:</b> +29 56<br><b>Magnitude:</b> 13.0<br><b>Surface brightness:</b> 12.7<br><b>Size:</b>  1 m x  0.9 m<br><b>Dreyer code:</b> vF; S; bM<br><b>Notes:</b> compact; complex nucl region</red>
NGC79	<b>NGC79</b>: GALXY (E-SO) in Andromeda<br><b>R.A.:</b> 0 21.0<br><b>Dec.:</b> +22 34<br><b>Magnitude:</b> 15.0<br><b>Size:</b>  0.5 m x  0.5 m<br><b>Dreyer code:</b> vF; S; vlbM<br><b>Notes:</b> Compact</red>
NGC80	<b>NGC80</b>: GALXY (E-SO) in Andromeda<br><b>R.A.:</b> 0 21.2<br><b>Dec.:</b> +22 21<br><b>Magnitude:</b> 12.1<br><b>Surface brightness:</b> 13.2<br><b>Size:</b>  2.2 m x  2 m<br><b>Dreyer code:</b> F; S; R; psbM<br><b>Notes:</b> Brightest in group</red>
NGC81	<b>NGC81</b>: GALXY (S) in Andromeda<br><b>R.A.:</b> 0 21.2<br><b>Dec.:</b> +22 23<br><b>Magnitude:</b> 16.4<br><b>Size:</b>  0.2 m x  0.1 m<br><b>Dreyer code:</b> eeF; sp NGC 83</red>
NGC82	<b>NGC82</b>: 1STAR in Andromeda<br><b>R.A.:</b> 0 21.3<br><b>Dec.:</b> +22 28<br><b>Magnitude:</b> 14.0<br><b>Dreyer code:</b> eF; stellar</red>
NGC83	<b>NGC83</b>: GALXY (E0) in Andromeda<br><b>R.A.:</b> 0 21.4<br><b>Dec.:</b> +22 26<br><b>Magnitude:</b> 12.5<br><b>Surface brightness:</b> 13.4<br><b>Size:</b>  1.3 m x  1.2 m<br><b>Dreyer code:</b> E; biN; 3 B st nr<br><b>Notes:</b> NGC 80 group</red>
NGC84	<b>NGC84</b>: 1STAR in Andromeda<br><b>R.A.:</b> 0 21.4<br><b>Dec.:</b> +22 37<br><b>Magnitude:</b> 17.0<br><b>Dreyer code:</b> eF; st & neb</red>
NGC85A	<b>NGC85A</b>: GALXY (S) in Andromeda<br><b>R.A.:</b> 0 21.4<br><b>Dec.:</b> +22 31<br><b>Magnitude:</b> 15.5<br><b>Size:</b>  0.5 m x  0.5 m<br><b>Dreyer code:</b> eeF; cL; R</red>
NGC85B	<b>NGC85B</b>: GALXY (Sbc) in Andromeda<br><b>R.A.:</b> 0 21.5<br><b>Dec.:</b> +22 30<br><b>Magnitude:</b> 15.5<br><b>Size:</b>  0.9 m x  0.3 m</red>
NGC86	<b>NGC86</b>: GALXY (S pec) in Andromeda<br><b>R.A.:</b> 0 21.5<br><b>Dec.:</b> +22 33<br><b>Magnitude:</b> 15.0<br><b>Size:</b>  0.7 m x  0.3 m<br><b>Dreyer code:</b> eF; vS; lbM</red>
NGC90	<b>NGC90</b>: GALXY (SBc) in Andromeda<br><b>R.A.:</b> 0 21.9<br><b>Dec.:</b> +22 24<br><b>Magnitude:</b> 14.5<br><b>Size:</b>  1.9 m x  0.8 m<br><b>Dreyer code:</b> vF; lE</red>
NGC91	<b>NGC91</b>: 1STAR in Andromeda<br><b>R.A.:</b> 0 21.9<br><b>Dec.:</b> +22 22<br><b>Magnitude:</b> 13.7<br><b>Surface brightness:</b> 14<br><b>Dreyer code:</b> vF; vS; * 13 sp<br><b>Notes:</b> Distorted; NGC 80 group</red>
NGC93	<b>NGC93</b>: GALXY (Sb) in Andromeda<br><b>R.A.:</b> 0 22.1<br><b>Dec.:</b> +22 25<br><b>Magnitude:</b> 13.3<br><b>Surface brightness:</b> 12.9<br><b>Size:</b>  1.4 m x  0.6 m<br><b>Dreyer code:</b> vF; vS<br><b>Notes:</b> Part of NGC 80 group</red>
NGC94	<b>NGC94</b>: GALXY (S) in Andromeda<br><b>R.A.:</b> 0 22.2<br><b>Dec.:</b> +22 29<br><b>Magnitude:</b> 15.5<br><b>Size:</b>  0.4 m x  0.2 m<br><b>Dreyer code:</b> eF; vS<br><b>Notes:</b> Northern of 2</red>
NGC96	<b>NGC96</b>: GALXY (SO) in Andromeda<br><b>R.A.:</b> 0 22.3<br><b>Dec.:</b> +22 33<br><b>Magnitude:</b> 17.0<br><b>Size:</b>  0.7 m x  0.7 m<br><b>Dreyer code:</b> vF; S; vlbM</red>
NGC97	<b>NGC97</b>: GALXY (Elliptical) in Andromeda<br><b>R.A.:</b> 0 22.5<br><b>Dec.:</b> +29 45<br><b>Magnitude:</b> 12.3<br><b>Surface brightness:</b> 13<br><b>Size:</b>  1.5 m x  1.3 m<br><b>Dreyer code:</b> F; vS; R; gbM<br><b>Notes:</b> Compact</red>
NGC108	<b>NGC108</b>: GALXY (SBO-a) in Andromeda<br><b>R.A.:</b> 0 26.0<br><b>Dec.:</b> +29 13<br><b>Magnitude:</b> 12.1<br><b>Surface brightness:</b> 13.3<br><b>Size:</b>  2 m x  1.6 m<br><b>Dreyer code:</b> pF; pL; R; pslbM<br><b>Notes:</b> H III 148</red>
NGC109	<b>NGC109</b>: GALXY (SBa) in Andromeda<br><b>R.A.:</b> 0 26.2<br><b>Dec.:</b> +21 48<br><b>Magnitude:</b> 13.7<br><b>Surface brightness:</b> 13.8<br><b>Size:</b>  1.1 m x  1 m<br><b>Dreyer code:</b> vF; S; 3 st nr<br><b>Notes:</b> f or 2</red>
NGC112	<b>NGC112</b>: GALXY (Sc) in Andromeda<br><b>R.A.:</b> 0 26.8<br><b>Dec.:</b> +31 42<br><b>Magnitude:</b> 13.5<br><b>Surface brightness:</b> 12.7<br><b>Size:</b>  1 m x  0.5 m<br><b>Dreyer code:</b> eF; vS; R</red>
NGC140	<b>NGC140</b>: GALXY (SBc Ring) in Andromeda<br><b>R.A.:</b> 0 31.3<br><b>Dec.:</b> +30 47<br><b>Magnitude:</b> 13.2<br><b>Surface brightness:</b> 13.8<br><b>Size:</b>  1.5 m x  1.2 m<br><b>Dreyer code:</b> vF; S; R; gbM</red>
NGC149	<b>NGC149</b>: GALXY (SO) in Andromeda<br><b>R.A.:</b> 0 33.8<br><b>Dec.:</b> +30 43<br><b>Magnitude:</b> 13.7<br><b>Surface brightness:</b> 13.5<br><b>Size:</b>  1.2 m x  0.7 m<br><b>Dreyer code:</b> vF; vS; R; gbM*14; *12 sp<br><b>Notes:</b> Compact</red>
AND III	<b>AND III</b>: GALXY (dE2) in Andromeda<br><b>R.A.:</b> 0 35.4<br><b>Dec.:</b> +36 31<br><b>Magnitude:</b> 15.0<br><b>Size:</b>  2.0 m x  2.0 m<br><b>Notes:</b> Andromeda Dwarf; Member Local Group</red>
NGC160	<b>NGC160</b>: GALXY (Sa Ring) in Andromeda<br><b>R.A.:</b> 0 36.1<br><b>Dec.:</b> +23 57<br><b>Magnitude:</b> 12.6<br><b>Surface brightness:</b> 14.3<br><b>Size:</b>  2.9 m x  1.6 m<br><b>Dreyer code:</b> vF; vS; stell; *8; 17 degrees; 4'<br><b>Notes:</b> H III 476; UGC 356</red>
NGC162	<b>NGC162</b>: 1STAR in Andromeda<br><b>R.A.:</b> 0 36.2<br><b>Dec.:</b> +23 58<br><b>Dreyer code:</b> eF; stellar; NGC 160 sp</red>
NGC169	<b>NGC169</b>: GALXY (Sb) in Andromeda<br><b>R.A.:</b> 0 36.9<br><b>Dec.:</b> +23 59<br><b>Magnitude:</b> 13.2<br><b>Size:</b>  1.8 m x  0.8 m<br><b>Dreyer code:</b> F; pL; D or biN; *6 nf 4'<br><b>Notes:</b> Contact P w IC 1559</red>
NGC181	<b>NGC181</b>: GALXY (S pec) in Andromeda<br><b>R.A.:</b> 0 38.4<br><b>Dec.:</b> +29 28<br><b>Magnitude:</b> 15.5<br><b>Size:</b>  0.7 m x  0.2 m<br><b>Dreyer code:</b> eF; eS; irr; vF * att</red>
NGC183	<b>NGC183</b>: GALXY (Elliptical) in Andromeda<br><b>R.A.:</b> 0 38.5<br><b>Dec.:</b> +29 31<br><b>Magnitude:</b> 12.7<br><b>Surface brightness:</b> 14.1<br><b>Size:</b>  2.1 m x  1.6 m<br><b>Dreyer code:</b> pF; vS; R; gbM</red>
NGC184	<b>NGC184</b>: GALXY (SO) in Andromeda<br><b>R.A.:</b> 0 38.6<br><b>Dec.:</b> +29 27<br><b>Magnitude:</b> 14.6<br><b>Surface brightness:</b> 12.3<br><b>Size:</b>  0.7 m x  0.2 m<br><b>Dreyer code:</b> eF; eS</red>
NGC205	<b>NGC205</b>: GALXY (SA0) in Andromeda<br><b>R.A.:</b> 0 40.4<br><b>Dec.:</b> +41 41<br><b>Magnitude:</b>  8.1<br><b>Surface brightness:</b> 14<br><b>Size:</b>  19.5 m x  11.5 m<br><b>Other catalogs:</b>  HM<br><b>Dreyer code:</b> vB; vL; mE 165 degrees; vgvmbM<br><b>Notes:</b> M31 Companion; UGC 426; H V 18; Member Local Group</red>
NGC206	<b>NGC206</b>: G+C+N (Pec) in Andromeda<br><b>R.A.:</b> 0 40.5<br><b>Dec.:</b> +40 44<br><b>Magnitude:</b> 12.8<br><b>Size:</b>  1.8 m x  0.6 m<br><b>Dreyer code:</b> vF; vL; mE 0 degrees<br><b>Notes:</b> H V 36; A star cloud in the south end of Andromeda Galaxy</red>
NGC214	<b>NGC214</b>: GALXY (SBc) in Andromeda<br><b>R.A.:</b> 0 41.5<br><b>Dec.:</b> +25 30<br><b>Magnitude:</b> 12.3<br><b>Surface brightness:</b> 13.1<br><b>Size:</b>  1.9 m x  1.5 m<br><b>Dreyer code:</b> pF; pS; gvlbM; R<br><b>Notes:</b> H II 209; UGC 438</red>
NGC218	<b>NGC218</b>: GALXY (S pec) in Andromeda<br><b>R.A.:</b> 0 41.7<br><b>Dec.:</b> +36 22<br><b>Magnitude:</b> 14.0<br><b>Surface brightness:</b> 14.1<br><b>Size:</b>  1.1 m x  1.1 m<br><b>Dreyer code:</b> eF; vS; R; gbM</red>
NGC221	<b>NGC221</b>: GALXY (E2) in Andromeda<br><b>R.A.:</b> 0 42.7<br><b>Dec.:</b> +40 52<br><b>Magnitude:</b>  8.1<br><b>Surface brightness:</b> 12.4<br><b>Size:</b>  8.5 m x  6.5 m<br><b>Other catalogs:</b>  M<br><b>Dreyer code:</b> vvB; L; R; psmbMN<br><b>Notes:</b> Companion to M31; Member of Local Group</red>
NGC224	<b>NGC224</b>: GALXY (Sb) in Andromeda<br><b>R.A.:</b> 0 42.7<br><b>Dec.:</b> +41 16<br><b>Magnitude:</b>  3.4<br><b>Surface brightness:</b> 13.5<br><b>Size:</b>  189 m x  61 m<br><b>Other catalogs:</b>  M<br><b>Dreyer code:</b> !!!eeB; eL; vmE<br><b>Notes:</b> Local Group; Andromeda Galaxy; nearest spiral</red>
NGC226	<b>NGC226</b>: GALXY (Pec) in Andromeda<br><b>R.A.:</b> 0 42.9<br><b>Dec.:</b> +32 35<br><b>Magnitude:</b> 13.3<br><b>Surface brightness:</b> 13<br><b>Size:</b>  0.9 m x  0.9 m<br><b>Dreyer code:</b> eF; S; R; * 13 s 20''</red>
NGC228	<b>NGC228</b>: GALXY (SBab Ring) in Andromeda<br><b>R.A.:</b> 0 42.9<br><b>Dec.:</b> +23 30<br><b>Magnitude:</b> 13.7<br><b>Surface brightness:</b> 13.8<br><b>Size:</b>  1.2 m x  1.1 m<br><b>Dreyer code:</b> eF; S; R; fainter of 2<br><b>Notes:</b> 2nd of 3</red>
NGC229	<b>NGC229</b>: GALXY (S pec) in Andromeda<br><b>R.A.:</b> 0 43.1<br><b>Dec.:</b> +23 31<br><b>Magnitude:</b> 14.5<br><b>Size:</b>  1 m x  0.4 m<br><b>Dreyer code:</b> vF; S; R; smaller of 2</red>
NGC233	<b>NGC233</b>: GALXY (Elliptical) in Andromeda<br><b>R.A.:</b> 0 43.6<br><b>Dec.:</b> +30 35<br><b>Magnitude:</b> 12.4<br><b>Surface brightness:</b> 13.4<br><b>Size:</b>  1.7 m x  1.6 m<br><b>Dreyer code:</b> F; vS; R; lbM<br><b>Notes:</b> H III 149</red>
AND I	<b>AND I</b>: GALXY (E3) in Andromeda<br><b>R.A.:</b> 0 45.7<br><b>Dec.:</b> +38 3<br><b>Magnitude:</b> 13.2<br><b>Size:</b>  4.0 m x  3.0 m<br><b>Notes:</b> Andromeda Dwarf; Member Local Group</red>
NGC243	<b>NGC243</b>: GALXY (S pec) in Andromeda<br><b>R.A.:</b> 0 46.0<br><b>Dec.:</b> +29 58<br><b>Magnitude:</b> 13.6<br><b>Surface brightness:</b> 12.5<br><b>Size:</b>  0.9 m x  0.4 m<br><b>Dreyer code:</b> F; vS; R; gbM; * 10 p</red>
NGC252	<b>NGC252</b>: GALXY (Sa Ring) in Andromeda<br><b>R.A.:</b> 0 48.0<br><b>Dec.:</b> +27 37<br><b>Magnitude:</b> 12.4<br><b>Surface brightness:</b> 12.8<br><b>Size:</b>  1.4 m x  1 m<br><b>Dreyer code:</b> pB; S; R; pmbM; r; ** p<br><b>Notes:</b> H II 609; Brightest in group; UGC 491</red>
NGC258	<b>NGC258</b>: GALXY (Sb) in Andromeda<br><b>R.A.:</b> 0 48.2<br><b>Dec.:</b> +27 39<br><b>Magnitude:</b> 15.0<br><b>Size:</b>  0.5 m x  0.4 m<br><b>Dreyer code:</b> eF; S; vf * close</red>
NGC260	<b>NGC260</b>: GALXY (Scp) in Andromeda<br><b>R.A.:</b> 0 48.6<br><b>Dec.:</b> +27 41<br><b>Magnitude:</b> 13.5<br><b>Surface brightness:</b> 13.2<br><b>Size:</b>  0.8 m x  0.8 m<br><b>Dreyer code:</b> eF; pS; lE<br><b>Notes:</b> NGC 252 group</red>
NGC262	<b>NGC262</b>: GALXY (Sa) in Andromeda<br><b>R.A.:</b> 0 48.8<br><b>Dec.:</b> +31 57<br><b>Magnitude:</b> 13.1<br><b>Surface brightness:</b> 13.1<br><b>Size:</b>  1.4 m x  1.4 m<br><b>Dreyer code:</b> eF; vS; R; v diffic</red>
NGC272	<b>NGC272</b>: OPNCL (IV 1 p) in Andromeda<br><b>R.A.:</b> 0 51.4<br><b>Dec.:</b> +35 49<br><b>Magnitude:</b>  8.5<br><b>Number of stars:</b> 8<br><b>Star magnitude:</b>  9<br><b>Dreyer code:</b> Cl; L; lC</red>
NGC280	<b>NGC280</b>: GALXY (SB Ring) in Andromeda<br><b>R.A.:</b> 0 52.5<br><b>Dec.:</b> +24 21<br><b>Magnitude:</b> 13.2<br><b>Surface brightness:</b> 13.8<br><b>Size:</b>  1.7 m x  1.1 m<br><b>Dreyer code:</b> eF; S; R; *15 f 30''<br><b>Notes:</b> H III 477; distorted; asym ecc nucl region; UGC 534</red>
NGC304	<b>NGC304</b>: GALXY (S pec) in Andromeda<br><b>R.A.:</b> 0 56.1<br><b>Dec.:</b> +24 8<br><b>Magnitude:</b> 13.0<br><b>Surface brightness:</b> 12.6<br><b>Size:</b>  1.1 m x  0.7 m<br><b>Dreyer code:</b> pF; S; R; svlbM<br><b>Notes:</b> eruptive ?; sff of 2</red>
NGC317A	<b>NGC317A</b>: GALXY (SO) in Andromeda<br><b>R.A.:</b> 0 57.7<br><b>Dec.:</b> +43 48<br><b>Magnitude:</b> 14.5<br><b>Size:</b>  1.4 m x  1.3 m<br><b>Dreyer code:</b> eeF; pS; lE; D * close f</red>
NGC317B	<b>NGC317B</b>: GALXY (SBbc) in Andromeda<br><b>R.A.:</b> 0 57.7<br><b>Dec.:</b> +43 47<br><b>Magnitude:</b> 13.9<br><b>Size:</b>  1.1 m x  0.5 m</red>
IC65	<b>IC65</b>: GALXY (SBbc) in Andromeda<br><b>R.A.:</b> 1 0.9<br><b>Dec.:</b> +47 41<br><b>Magnitude:</b> 12.8<br><b>Surface brightness:</b> 14.3<br><b>Size:</b>  3.9 m x  1.1 m<br><b>Dreyer code:</b> eF; pL; mE; B star sf</red>
NGC389	<b>NGC389</b>: GALXY (Sa) in Andromeda<br><b>R.A.:</b> 1 8.5<br><b>Dec.:</b> +39 42<br><b>Magnitude:</b> 13.8<br><b>Surface brightness:</b> 13<br><b>Size:</b>  1.3 m x  0.4 m<br><b>Dreyer code:</b> eF; eS; R; * nr</red>
NGC393	<b>NGC393</b>: GALXY (E-SO) in Andromeda<br><b>R.A.:</b> 1 8.6<br><b>Dec.:</b> +39 39<br><b>Magnitude:</b> 12.5<br><b>Surface brightness:</b> 13.4<br><b>Size:</b>  1.7 m x  1.4 m<br><b>Dreyer code:</b> F; vS; vlE; gbM; 4 S st nr<br><b>Notes:</b> H I 54</red>
NGC404	<b>NGC404</b>: GALXY (E0) in Andromeda<br><b>R.A.:</b> 1 9.4<br><b>Dec.:</b> +35 43<br><b>Magnitude:</b> 10.3<br><b>Surface brightness:</b> 12.8<br><b>Size:</b>  4.3 m x  3.9 m<br><b>Other catalogs:</b>  H<br><b>Dreyer code:</b> pB; cL; R; gbM<br><b>Notes:</b> H II 224; UGC 718; Beta AND sf 6'</red>
NGC425	<b>NGC425</b>: GALXY (S pec) in Andromeda<br><b>R.A.:</b> 1 13.0<br><b>Dec.:</b> +38 46<br><b>Magnitude:</b> 12.6<br><b>Surface brightness:</b> 12.4<br><b>Size:</b>  1 m x  1 m<br><b>Dreyer code:</b> vF; vS; R; lbM; * 11 att</red>
NGC431	<b>NGC431</b>: GALXY (SBO) in Andromeda<br><b>R.A.:</b> 1 14.1<br><b>Dec.:</b> +33 42<br><b>Magnitude:</b> 12.9<br><b>Surface brightness:</b> 12.9<br><b>Size:</b>  1.4 m x  0.9 m<br><b>Dreyer code:</b> F; S; vsbM</red>
NGC464	<b>NGC464</b>: 2STAR in Andromeda<br><b>R.A.:</b> 1 19.4<br><b>Dec.:</b> +34 57<br><b>Dreyer code:</b> S</red>
NGC477	<b>NGC477</b>: GALXY (SBc) in Andromeda<br><b>R.A.:</b> 1 21.3<br><b>Dec.:</b> +40 29<br><b>Magnitude:</b> 13.0<br><b>Surface brightness:</b> 13.9<br><b>Size:</b>  2.2 m x  1.2 m<br><b>Dreyer code:</b> vF; pS; vlE; vglbM<br><b>Notes:</b> H III 577; 2 main arms split into several secondary arms; UGC 886</red>
NGC512	<b>NGC512</b>: GALXY (Sab) in Andromeda<br><b>R.A.:</b> 1 24.0<br><b>Dec.:</b> +33 54<br><b>Magnitude:</b> 13.2<br><b>Surface brightness:</b> 12.4<br><b>Size:</b>  1.6 m x  0.4 m<br><b>Dreyer code:</b> vF; vS</red>
NGC513	<b>NGC513</b>: GALXY (Sc) in Andromeda<br><b>R.A.:</b> 1 24.4<br><b>Dec.:</b> +33 48<br><b>Magnitude:</b> 12.9<br><b>Surface brightness:</b> 11.1<br><b>Size:</b>  0.7 m x  0.3 m<br><b>Dreyer code:</b> F; S; stellar<br><b>Notes:</b> H III 169; UGC 953</red>
NGC523	<b>NGC523</b>: GALXY (Sbc) in Andromeda<br><b>R.A.:</b> 1 25.3<br><b>Dec.:</b> +34 1<br><b>Magnitude:</b> 12.7<br><b>Surface brightness:</b> 13.2<br><b>Size:</b>  2.5 m x  0.7 m<br><b>Dreyer code:</b> Dneb; vF; vS; pos 90 deg; dist 30''<br><b>Notes:</b> H III 170?; Peculiar; UGC 979</red>
NGC537	<b>NGC537</b>: GALXY (Sbc) in Andromeda<br><b>R.A.:</b> 1 25.3<br><b>Dec.:</b> +34 1<br><b>Magnitude:</b> 13.5<br><b>Size:</b>  2.5 m x  0.7 m<br><b>Dreyer code:</b> stellar; (=523)<br><b>Notes:</b> H III 170</red>
